customer_id,age,gender,city,occupation,monthly_income,account_type,transaction_type,transaction_amount,channel,loan_status,loan_amount,repayment_delay_days,credit_score,loan_type,mobile_app_usage,monthly_login_frequency,branch_name,customer_segment,kyc_status,currency,collateral_type,sector_financed,days_past_due,relationship_years,approval_status,financing_officer_id,age_group
10070,61,Male,Addis Ababa,Small Business Owner,66821,Salary Account,Transfer,135055,Mobile Banking,Paid,223941,90,2,Trade Financing,No,2,Jimma Branch,Retail,Verified,ETB,Personal Guarantee,Hospitality,23,15,Approved,FO005,Senior
10071,51,Female,Adama,Teacher,8814,Wadiah Deposit,Withdrawal,1074,ATM,Paid,241556,36,2,SME Financing,No,24,Addis Main Branch,SME,Verified,ETB,Personal Guarantee,Agriculture,84,15,Approved,FO006,Senior
10072,27,Female,Dire Dawa,NGO Worker,35333,Wadiah Deposit,Withdrawal,51063,Branch,Active,282445,64,4,Vehicle Financing,Yes,20,Megenagna Branch,Agricultural,Verified,ETB,Vehicle,Hospitality,94,11,Under Review,FO019,Adult
10073,53,Male,Dire Dawa,NGO Worker,58583,Wadiah Deposit,Transfer,51063,ATM,Active,157082,100,3,Murabaha Financing,No,18,Addis Main Branch,Retail,Verified,ETB,Building,Retail Trade,63,8,Approved,FO014,Senior
10074,31,Male,Bahir Dar,University Lecturer,37585,Salary Account,Withdrawal,1074,Mobile Banking,Active,409676,50,1,Trade Financing,No,9,Adama Branch,Agricultural,Verified,ETB,Building,Construction,143,13,Pending,FO008,Adult
10075,48,Male,Addis Ababa,Merchant,50901,Wadiah Deposit,Deposit,135055,POS,Active,153686,47,1,Trade Financing,No,33,Bahir Dar Branch,Retail,Pending,ETB,Land,Education,179,5,Approved,FO009,Mid-Career
10076,32,Male,Hawassa,Private Employee,16975,Savings Account,Transfer,1074,Branch,Active,21057,19,4,Agricultural Loan,Yes,1,Addis Main Branch,Corporate,Verified,USD,Building,Education,38,2,Under Review,FO010,Adult
10077,25,Female,Addis Ababa,Teacher,16069,Savings Account,Transfer,135055,Mobile Banking,Late Payment,91884,44,1,Trade Financing,No,23,Bahir Dar Branch,Agricultural,Verified,ETB,Inventory,Agriculture,175,3,Approved,FO012,Young
10078,31,Male,Bahir Dar,Private Employee,21230,Savings Account,Deposit,1074,Mobile Banking,Active,138974,25,2,SME Financing,Yes,24,Addis Main Branch,SME,Verified,ETB,Personal Guarantee,Manufacturing,57,12,Rejected,FO010,Adult
10079,40,Female,Addis Ababa,Private Employee,12193,Salary Account,Withdrawal,51063,Branch,Late Payment,247116,38,3,Agricultural Loan,Yes,0,Bole Branch,SME,Verified,ETB,Vehicle,Transportation,7,9,Approved,FO010,Mid-Career
10080,57,Male,Jimma,University Lecturer,40365,Current Account,Deposit,1074,ATM,Paid,38671,2,1,Murabaha Financing,No,12,Jimma Branch,SME,Incomplete,ETB,Machinery,Health Services,97,11,Approved,FO011,Senior
10081,38,Female,Hawassa,University Lecturer,25680,Current Account,Transfer,51063,POS,Paid,423549,75,2,Murabaha Financing,Yes,20,Megenagna Branch,Retail,Under Review,ETB,Building,Construction,17,10,Approved,FO008,Mid-Career
10082,33,Female,Jimma,Merchant,14886,Current Account,Deposit,51063,ATM,Paid,408960,32,5,Agricultural Loan,Yes,8,Dire Dawa Branch,Retail,Verified,EUR,Vehicle,Export Trade,54,11,Approved,FO009,Adult
10083,62,Female,Hawassa,Farmer,6999,Salary Account,Withdrawal,1074,ATM,Active,155969,23,2,Vehicle Financing,Yes,24,Adama Branch,Youth Banking,Under Review,EUR,Inventory,Hospitality,32,5,Approved,FO006,Senior
10084,35,Female,Adama,Private Employee,24281,Wadiah Deposit,Withdrawal,1074,POS,Active,310111,83,1,Murabaha Financing,Yes,30,Jimma Branch,Agricultural,Verified,ETB,Building,Health Services,61,7,Approved,FO019,Adult
10085,64,Male,Addis Ababa,University Lecturer,27459,Savings Account,Transfer,135055,Mobile Banking,Paid,322625,50,4,Murabaha Financing,Yes,8,Dire Dawa Branch,Retail,Verified,USD,Inventory,Construction,18,6,Approved,FO014,Senior
10086,41,Male,Addis Ababa,Teacher,7725,Current Account,Transfer,51063,Branch,Defaulted,458499,21,5,Agricultural Loan,No,18,Adama Branch,SME,Verified,ETB,Personal Guarantee,Import Trade,145,13,Pending,FO011,Mid-Career
10087,43,Male,Jimma,Small Business Owner,15167,Savings Account,Deposit,51063,Branch,Defaulted,306625,57,2,Agricultural Loan,Yes,9,Bahir Dar Branch,SME,Under Review,ETB,Personal Guarantee,Export Trade,144,8,Approved,FO012,Mid-Career
10088,42,Female,Addis Ababa,Teacher,8581,Savings Account,Withdrawal,135055,ATM,Paid,24819,78,2,Trade Financing,No,26,Dire Dawa Branch,SME,Under Review,ETB,Building,Agriculture,23,8,Approved,FO001,Mid-Career
10089,62,Male,Hawassa,Government Employee,11448,Savings Account,Deposit,135055,ATM,Active,492035,19,1,SME Financing,No,28,Jimma Branch,SME,Verified,ETB,Building,Import Trade,100,11,Approved,FO009,Senior
10090,58,Male,Addis Ababa,University Lecturer,38523,Savings Account,Transfer,51063,Mobile Banking,Paid,259500,22,3,Trade Financing,No,4,Dire Dawa Branch,SME,Pending,ETB,Machinery,Hospitality,155,1,Approved,FO004,Senior
10091,46,Male,Jimma,NGO Worker,37392,Wadiah Deposit,Deposit,135055,POS,Active,176384,58,2,Trade Financing,Yes,0,Adama Branch,Corporate,Under Review,SAR,Inventory,Hospitality,78,15,Rejected,FO001,Mid-Career
10092,32,Female,Dessie,Small Business Owner,52876,Salary Account,Withdrawal,51063,POS,Paid,140472,86,5,SME Financing,Yes,10,Bole Branch,Retail,Verified,SAR,Personal Guarantee,Health Services,78,7,Approved,FO002,Adult
10093,62,Female,Addis Ababa,Private Employee,8118,Savings Account,Transfer,1074,Branch,Active,429634,114,2,Murabaha Financing,Yes,5,Addis Main Branch,Women Banking,Verified,ETB,No Collateral,Export Trade,1,3,Approved,FO014,Senior
10094,18,Female,Bahir Dar,Government Employee,12500,Current Account,Deposit,1074,POS,Paid,391027,49,1,Agricultural Loan,No,32,Bole Branch,Women Banking,Verified,SAR,Building,Hospitality,102,9,Rejected,FO008,
10095,42,Male,Addis Ababa,Merchant,58958,Savings Account,Deposit,135055,ATM,Active,245646,31,5,SME Financing,No,1,Dire Dawa Branch,SME,Pending,ETB,Inventory,Agriculture,65,2,Rejected,FO008,Mid-Career
10096,24,Male,Addis Ababa,Farmer,11254,Salary Account,Withdrawal,1074,Mobile Banking,Active,478274,51,4,Agricultural Loan,No,24,Jimma Branch,Retail,Verified,ETB,Inventory,Hospitality,89,9,Approved,FO010,Young
10097,26,Male,Bahir Dar,Teacher,15487,Salary Account,Withdrawal,135055,Mobile Banking,Active,256608,73,2,SME Financing,Yes,26,Jimma Branch,Agricultural,Verified,ETB,Inventory,Transportation,155,14,Approved,FO014,Adult
10098,41,Female,Dessie,NGO Worker,43164,Salary Account,Deposit,1074,ATM,Active,491533,117,5,Murabaha Financing,Yes,14,Adama Branch,Women Banking,Incomplete,ETB,Building,Health Services,165,9,Approved,FO004,Mid-Career
10099,18,Male,Hawassa,Merchant,70961,Current Account,Withdrawal,1074,Branch,Late Payment,136201,58,2,Agricultural Loan,No,24,Bole Branch,Retail,Verified,ETB,Personal Guarantee,Import Trade,118,3,Approved,FO013,
10100,61,Female,Jimma,Teacher,9757,Wadiah Deposit,Transfer,1074,ATM,Paid,242518,105,3,Trade Financing,Yes,13,Adama Branch,Retail,Pending,ETB,No Collateral,Education,29,11,Approved,FO019,Senior
10101,25,Female,Addis Ababa,University Lecturer,27435,Current Account,Deposit,51063,Mobile Banking,Paid,245674,93,2,Agricultural Loan,No,19,Bole Branch,Corporate,Verified,ETB,No Collateral,Retail Trade,11,7,Approved,FO014,Young
10102,41,Female,Jimma,Merchant,12349,Mudarabah Savings,Deposit,1074,Mobile Banking,Paid,456327,82,1,Agricultural Loan,No,25,Bole Branch,Women Banking,Pending,SAR,Vehicle,Transportation,180,8,Approved,FO006,Mid-Career
10103,28,Female,Bahir Dar,Private Employee,8718,Mudarabah Savings,Transfer,1074,Mobile Banking,Late Payment,82944,56,3,Agricultural Loan,No,33,Megenagna Branch,Retail,Pending,ETB,No Collateral,Manufacturing,99,9,Approved,FO012,Adult
10104,34,Male,Dessie,Merchant,73161,Mudarabah Savings,Withdrawal,1074,POS,Paid,490540,105,3,Agricultural Loan,Yes,4,Dire Dawa Branch,Retail,Verified,ETB,Machinery,Health Services,99,13,Rejected,FO001,Adult
10105,25,Male,Addis Ababa,Merchant,77320,Wadiah Deposit,Transfer,1074,ATM,Active,441691,118,2,SME Financing,No,19,Bole Branch,Corporate,Incomplete,ETB,Vehicle,Export Trade,169,4,Approved,FO011,Young
10106,52,Female,Jimma,Small Business Owner,55963,Mudarabah Savings,Transfer,51063,Branch,Late Payment,461770,30,2,SME Financing,Yes,6,Bole Branch,Corporate,Verified,USD,Land,Construction,146,7,Approved,FO013,Senior
10107,52,Male,Dire Dawa,Small Business Owner,60740,Salary Account,Deposit,135055,ATM,Late Payment,156488,107,3,Agricultural Loan,Yes,11,Addis Main Branch,SME,Verified,ETB,Land,Import Trade,147,3,Approved,FO011,Senior
10108,50,Female,Bahir Dar,Government Employee,15117,Current Account,Transfer,135055,ATM,Defaulted,305578,53,2,Murabaha Financing,Yes,25,Dire Dawa Branch,Youth Banking,Under Review,ETB,Vehicle,Agriculture,36,2,Approved,FO003,Mid-Career
10109,22,Male,Jimma,Farmer,12768,Savings Account,Withdrawal,1074,ATM,Paid,96778,83,1,Agricultural Loan,Yes,7,Megenagna Branch,Retail,Verified,ETB,Vehicle,Retail Trade,154,1,Approved,FO006,Young
10110,59,Male,Addis Ababa,Small Business Owner,92280,Current Account,Deposit,135055,POS,Paid,135592,3,3,SME Financing,Yes,21,Megenagna Branch,Retail,Verified,ETB,Personal Guarantee,Retail Trade,111,1,Approved,FO006,Senior
10111,56,Female,Hawassa,Private Employee,23124,Wadiah Deposit,Withdrawal,51063,ATM,Defaulted,104000,19,1,SME Financing,No,16,Hawassa Branch,Retail,Verified,USD,Personal Guarantee,Retail Trade,85,4,Under Review,FO012,Senior
10112,58,Female,Adama,Small Business Owner,41888,Wadiah Deposit,Transfer,1074,Mobile Banking,Active,77491,72,4,Agricultural Loan,Yes,26,Hawassa Branch,Agricultural,Incomplete,ETB,Personal Guarantee,Education,34,8,Approved,FO017,Senior
10113,45,Female,Jimma,NGO Worker,21884,Savings Account,Transfer,1074,Branch,Late Payment,243778,43,2,Murabaha Financing,No,12,Bole Branch,Diaspora,Pending,ETB,Building,Manufacturing,89,4,Approved,FO016,Mid-Career
10114,24,Female,Mekelle,Private Employee,11821,Mudarabah Savings,Withdrawal,1074,POS,Active,310486,25,3,Murabaha Financing,Yes,22,Megenagna Branch,Corporate,Pending,ETB,Inventory,Transportation,1,9,Approved,FO003,Young
10115,26,Male,Addis Ababa,Small Business Owner,17207,Current Account,Deposit,135055,POS,Defaulted,307569,18,2,Trade Financing,No,22,Megenagna Branch,Corporate,Verified,ETB,Personal Guarantee,Manufacturing,69,6,Approved,FO019,Adult
